title,region,publisher,productId,upc,releaseDate,rating
Ford Racing,US,Empire Interactive,SLUS-01301,744788402068,03/06/01,E
Ford Truck Mania,US,Gotham Games,SLUS-01540,710425232244,09/16/03,E
Forget Me Not: Palette,JP,Enterbrain,SLPS-03191,4541993002009,04/26/01,
Formation Soccer '97: The Road to France,JP,Human Entertainment,SLPS-00762,4959143900165,06/27/97,
Formation Soccer '98: Ganbare Nippon in France,JP,Human Entertainment,SLPS-01419,4959143900295,06/04/98,
Formula 1,US,SCEA,SCUS-94353,711719435327,09/30/96,K-A
Formula 1 98,US,Psygnosis,SLUS-00744,735009402028,11/30/98,E
Formula 1 Championship Edition,US,Psygnosis,SLUS-00546,735009400628,09/30/97,E
Formula Circus,JP,Nihon Bussan,SLPS-00358,4960641090074,05/02/97,
Formula GP,EU,Midas Interactive Entertainment,SLES-03994,,02/07/03,
Formula Grand Prix: Team Unei Simulation 2 - 1997 Han,JP,Coconuts Japan,SLPS-01154,4953507971273,12/25/97,
Formula Karts: Special Edition,EU,Telstar,SLES-00726,5014469822641,November 1997,
Formula Nippon,EU,EON Digital Entertainment,SLES-02527,5060020460067,2000,
Formula One 2000,US,Midway,SLUS-01134,031719268474,10/04/00,E
Formula One 2001,EU,SCEE,SCES-03423,711719260325,05/25/01,
Formula One 99,US,Psygnosis,SLUS-00870,735009407627,10/31/99,E
Formula One Arcade,EU,SCEE,SCES-03886,,07/19/02,
Forsaken,US,Acclaim,SLUS-00458,021481211389,04/30/98,M
Four,JP,Too Human Systems,,,Canceled,
Fox Hunt,US,Capcom,SLUS-00101/00175/00176,013388210053,09/30/96,T
Fox Junction,JP,Trips,SLPS-01355,4536996000015,04/29/98,
Fox Sports Golf '99,US,Fox Interactive,SLUS-00636,,06/30/98,E
Fox Sports Soccer '99,US,Fox Interactive,SLUS-00635,086162049736,06/30/98,E
FoxKids.com Micro Maniacs Racing,US,Codemasters,SLUS-01129,767649400102,10/05/00,E
Frank Thomas Big Hurt Baseball (Long Box),US,Acclaim,SLUS-00010,021481210184,06/05/96,K-A
Free Talk Studio: Mari no Kimamana Oshaberi,JP,Media Entertainment,SLPS-00985,4997232100034,09/25/97,
Freestyle Boardin' '99,US,Capcom,SLUS-00767,013388210411,02/28/99,E
Freestyle Motocross: McGrath Vs. Pastrana,US,Acclaim,SLUS-01122,021481212362,11/02/00,E
Frenzy!,EU,SCi,SLES-00784,,June 1998,
Friends: Seishun no Kagayaki,JP,NEC Interchannel,,,Canceled,
Frogger,US,Hasbro Interactive,SLUS-00506,608610990591,09/30/97,E
Frogger 2: Swampy's Revenge,US,Hasbro Interactive,SLUS-01172,076930996218,10/10/00,E
From TV Animation: One Piece Grand Battle! 2,JP,Bandai,SLPS-03408,4543112077394,03/20/02,
Front Mission 1st,JP,Square Enix,SLPM-87317,4988601003841,10/23/03,
Front Mission 2,JP,SquareSoft,SLPS-01000,4961012977079,09/25/97,
Front Mission 3,US,Square EA,SLUS-01011,662248900056,02/29/00,T
Front Mission Alternative,JP,SquareSoft,SLPS-00953,4961012977062,12/18/97,
Front Mission History,JP,Square Enix,SLPM-87330 SLPM-87331 SLPM-87332,4988601003889,12/11/03,
Fun! Fun! Pingu,JP,Sony Music Entertainment Incorporated,SLPS-02307,4988009005096,11/18/99,
Furimukeba Tonari Ni,JP,Zero System,SLPM-86808,4560101360008,04/26/01,
Fushigi Deka,JP,Capcom,SLPM-86642,4976219455558,10/26/00,
Fushigi no Kuni no Angelique,JP,Koei,SLPS-00730,4988615009143,02/28/97,
Future Cop: L.A.P.D.,US,Electronic Arts,SLUS-00739,014633079357,08/31/98,T
Future Racer,EU,Midas Interactive Entertainment,SLES-03508,8713399010292,2001,
Fuuraiki,JP,Fog,SLPS-03094,4531772110049,01/18/01,
Fuuun Gokuu Ninden,JP,Aicom,SLPS-00441,4981255000013,08/30/96,
G Darius,US,THQ,SLUS-00690,752919470282,03/31/98,E
G-O-D Pure: Growth or Devolution,JP,Imagineer,SLPS-00944,4965857040219,02/26/98,
G-Police,US,Psygnosis,SLUS-00544/00556,735009400123,09/30/97,E
G-Police: Weapons of Justice,US,Psygnosis,SLUS-00798,735009405029,08/31/99,T
G1 Jockey,JP,Koei,SLPM-86195,4988615013041,03/11/99,
G1 Jockey 2000,JP,Koei,SLPM-86413,4988615014253,02/03/00,
GP Challenge,EU,Midas Interactive Entertainment,SLES-03207,8713399010278,04/12/02,
GT Kai: All Japan Grand Touring Car Championship,JP,Kaneko,SLPS-00219,4992410001035,02/23/96,
GT Max Rev.: All Japan Touring Car Championship,JP,Kaneko,SLPS-00715~6,4992410001059,02/28/97,
Gaball Screen,JP,Antinos Records,SLPS-00676,4948025000291,12/06/96,
Gadget: Past as Future,JP,Tri Synergy,SLPS-01082 - SLPS-01085,4941493000824,11/27/97,
Gaia Master: Kamigami no Board Game,JP,Capcom,SLPS-02075,4976219357708,04/13/00,
GaiaSeed: Project Seed Trap,US,MonkeyPaw Games,NPUF-30001,PSOne Classics,09/20/10,E
Gakkou Deatta Kowai Hanashi S,JP,Banpresto,SLPS-00404,4983164734058,07/19/96,
Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,JP,Capcom,SLPS-00078,4976219154390,08/11/95,
Gakkou o Tsukurou!!,JP,Victor Interactive Software,SLPS-01103,4988110020162,12/18/97,
Gakkou o Tsukurou!! 2,JP,Victor Interactive Software,SLPS-01660,4988110020421,12/10/98,
Gakkou o Tsukurou!! Kouchou Sensei Monogatari,JP,Victor Interactive Software,SLPS-02998,4988110020674,10/26/00,
Gakuen Sentai Solblast,JP,Creative Heads,SLPS-01852,4996414001015,02/04/99,
Gakumon Shuutoku Sube,JP,Rockwell International,,,Canceled,
Galaga: Destination Earth,US,Hasbro Interactive,SLUS-01258,076930995877,10/22/00,E
Galaxian^3,EU,SCEE,SCES-00269,,August 1996,
Galaxy Fight,US,SunSoft,NPUF-30021,PSOne Classics,12/14/10,T
Gale Gunner,JP,ASCII Entertainment,SLPS-02596,4988606103201,02/24/00,
Galeoz,JP,Atlus,SLPS-00621,4984995110097,12/20/96,
Galerians,US,Crave,"SLUS-00986/01098, 01099",650008199055,03/29/00,M
Gallop Racer,JP,Tecmo,SLPS-00507,4960677400038,09/27/96,
Gallop Racer,US,Tecmo,SLUS-00942,018946010106,03/17/99,E
Gallop Racer 2000,JP,Tecmo,SLPS-02623,4960677400205,02/17/00,
Gallop Racer 2: One and Only Road to Victory,JP,Tecmo,SLPS-01077,4960677400076,11/20/97,
Gambler Jiko Chuushinha: Ippatsu Shoubu!,JP,ESP Software,SLPS-02509,4520923020016,06/22/00,
Game Nihonshi: Kakumeiji Oda Nobunaga,JP,Koei,SLPS-00774,4988615009174,04/11/97,
Game Soft o Tsukurou,JP,Imagineer,SLPS-01607,4965857040325,01/28/99,
Game de Seishun,JP,Kid,SLPS-01306,4933516803031,04/23/98,
Game de wa Jimeru TOEIC Test Mazuha Nyuumonhen1500,JP,Nagase Brothers,SLPS-03549,4959275000184,06/05/03,
Game no Tatsujin,JP,SunSoft,SLPS-00030,4907940211106,06/09/95,
Game no Tatsujin 2,JP,SunSoft,SLPS-00213,4907940211410,01/10/97,
Game no Tatsujin: The Shanghai,JP,SunSoft,SLPS-00096,4907940211113,10/13/95,
Gamera 2000,JP,Virgin Interactive,SLPS-00833,4940062700219,04/25/97,
Ganbare Goemon: Kurunara Koi! Ayashige Ikka no Kuroi Kage,JP,Konami,SLPM-86155,4988602413748,12/23/98,
Ganbare Goemon: Ooedo Daikaiten,JP,Konami,SLPM-86774,4542084000188,03/29/01,
Ganbare Goemon: Uchuu Kaizoku Akogingu,JP,Konami,SLPS-00217,4988602008135,03/22/96,
Gangway Monsters,JP,SCEI,SLPS-01468,4988009004297,10/15/98,
Ganso Family Mahjong,JP,Nihon Bussan,SLPS-01373,4960641090142,05/07/98,
Ganso Family Mahjong 2,JP,Nichibutsu,SLPS-02094,4960641090197,06/03/99,
Ganso! Doubutsu Uranai / Renai Uranai Puzzle,JP,Culture Brain,SLPS-03165,4967996990936,06/30/01,
GateKeepers,JP,Kadokawa,SLPS-02246 - SLPS-02247,4997766200071,12/16/99,
Gauntlet Legends,US,Midway,SLUS-00624,031719268108,02/29/00,T
Gear Senshi Dendoh,JP,Bandai,SLPS-03189,4543112017260,04/26/01,
Gegege no Kitarou: Gyakushuu! Youma Daichisen,JP,Konami,SLPM-87286,4988602099393,12/11/03,A
Gegege no Kitarou: Noroi no Nikuto Katachi Tachi,JP,Bandai,SLPS-00644,4902425551937,01/24/97,
Gekido,US,Interplay,SLUS-00970,040421006328,05/18/00,T
Gekioh: Shooting King,US,Natsume,SLUS-01498,040001251674,December 2002,E
Gekiretsu Pachinkazu,JP,Planning Office Wada,SLPS-00696,4939439400074,02/21/97,
Gekisou TomaRunner,JP,SCEI,SCPS-10087,4948872100878,07/22/99,
Gekitotsu Toma L'Arc: Tomarunner vs L'Arc-en-Ciel,JP,SCEI,SCPS-10134,4948872101349,07/19/00,
Gekitou! Crush Gear Turbo,JP,Bandai,SLPS-03453,4543112084613,07/25/02,
Gekka Ni no Kishi: O Ryusen,JP,Banpresto,SLPS-00421,4983164738148,09/13/96,
Genei Tougi: Shadow Struggle,JP,Banpresto,SLPS-00491,4983164738131,09/20/96,
Genghis Khan: Aoki Ookami to Shiroki Mejika IV,JP,Koei,SLPM-86175,4988615013003,02/25/99,
Genso Suiko Gaiden Vol. 1: Harmonia no Kenshi,JP,Konami,SLPM-86637,4542084000010,09/21/00,
Genso Suiko Gaiden Vol. 2: Crystal Valley no Kettou,JP,Konami,SLPM-86663 (VX234-J1),4542084000102,03/22/01,
Gensou Maden Saiyuuki: Harukanaru Nishi e,JP,J-Wing,SLPM-86986,4995151000657,12/26/02,
Gensou no Artemis: Actress School Mystery Adventure,JP,Shoeisha,SLPS-02563,4997153901093,01/27/00,
Geom Cube,US,Technos,SLUS-00024,095303284066,December 1995,E
Geometry Duel,JP,Takara,SLPS-01575,4904880136988,10/29/98,
Germs,JP,KAJ,SLPS-02107,4525496990018,07/22/99,
Get in the Zone Demo Disc Version 1.3,US,SCEA,SCUS-94618,,2000,
GetBackers Dakkanya,JP,Konami,SLPM-86848,4988602079470,07/26/01,
Getter Robo Daikessen!,JP,Bandai Visual,SLPS-02232,4934569501776,09/09/99,
Gex (Long Box),US,Crystal Dynamics,SLUS-00042,765979710601,12/13/95,K-A
Gex 3: Deep Cover Gecko,US,Eidos Interactive,SLUS-00806,788687303439,03/23/99,T
Gex: Enter the Gecko,US,Midway,SLUS-00598,031719267132,02/24/98,K-A
Ghost in the Shell,US,THQ,SLUS-00552,752919470060,10/31/97,T
Ghoul Panic,EU,SCEE,SCES-02543,,April 2000,
Ginga Eiyuu Densetsu,JP,Tokuma Shoten,SLPS-01358,4515646840256,05/28/98,
Ginga Ojousama Densetsu Yuna: Final Edition,JP,Hudson,SLPS-01451,4988607050115,06/25/98,
Gionbana,JP,Nihon Bussan,SLPS-00132,4960641090029,12/15/95,
Gionbana 2,JP,Nichibutsu,SLPS-01858,4960641090173,02/04/99,
Glay Station,JP,Oracion,SLPM-86226 - SLPM-86227,4943877990608,04/16/99,
Glint Glitters,JP,Konami,SLPM-86200,4988602396867,07/29/99,
Global Domination,EU,Psygnosis,SLES-01419,,March 1999,
Global Force: Shin Sentou Kokka,JP,SCEI,SCPS-10082,4948872100823,03/11/99,
Glocal Hexcite,JP,Locus,SLPS-02425,4949606770053,12/22/99,
Glover,US,Hasbro Interactive,SLUS-00890,608610992564,11/30/99,E
Go II Professional Taikyoku Igo,JP,Mycom,SLPS-00528,4515978000021,12/27/96,
Go-Jin Senki,JP,Tonkin House,SLPS-01471,4961355677483,08/06/98,
GoGo I-land,JP,Kid,SLPS-03061 - SLPS-03062,4933516003165,12/14/00,
Goal Storm '97,US,Konami,SLUS-00295,083717170242,1997,K-A
Goal Storm (Long Box),US,Konami,SLUS-00069,,1996,K-A
Gochachiru (Pandora Max Series Vol. 5 - Limited Edition),JP,Pandora Box,SLPS-02944,4945640100054,10/19/00,
Godzilla Trading Battle,JP,Toho,SLPS-01470,4988104016911,12/03/98,
Goemon: Shin Sedai Shuumei,JP,Konami,SLPM-86997,4542084000348,12/20/01,
Goiken Muyou II,JP,KSS,SLPS-01542,4988262301515,10/29/98,
Gokuu Densetsu: Magic Beast Warriors,JP,Allumer,SLPS-00048,4996781174077,05/26/95,
Gold and Glory:  The Road to El Dorado,US,Ubisoft,SLUS-01312,008888310204,12/19/00,E
Golden Nugget,US,Virgin Interactive,SLUS-00319 SLUS-00555,052145880092,10/01/97,K-A
Goldie,EU,Midas Interactive Entertainment,SLES-02952,,09/01/00,
Golgo 13: Carlyle no Yabou,JP,Daiki,SLPS-01712,4948722009726,11/26/98,
Golgo 13: Mienai Guntai,JP,Daiki,SLPS-01713,4948722009733,11/26/98,
Goo! Goo! Soundy,JP,Konami,SLPM-86250,4988602488876,09/22/99,
Gotatsujin: Electro,JP,ASK,SLPS-01620,4959093201084,10/29/98,
Gotha II: Tenkuu no Kishi,JP,Koei,SLPS-00422,4988615008313,07/12/96,
Gotouchi Hello Kitty Sugoroku Monogatari,JP,Bandai,SLPS-03552,4543112141101,06/19/03,A
Gouketsuji Ichizoku 2: Chottodake Saikyou Densetsu,JP,Atlus,SLPS-00104,4984995110011,10/20/95,
Gourmet Action Game: Manpuku!! Nabe Kazoku,JP,Media Entertainment,SLPS-03381,4997232100386,01/31/02,
Gradius Deluxe Pack,JP,Konami,SLPS-00303,988602022230,03/29/96,
Gradius Gaiden,JP,Konami,SLPM-86042,4988602061208,08/28/97,
Gran Turismo,US,SCEA,SCUS-94194,711719419426,04/30/98,E
Gran Turismo / Motor Toon Grand Prix 2,EU,SCEE,,,2003,
Gran Turismo 2,US,SCEA,SCUS-94455/94488,711719445524,11/30/99,T
Grand Slam,US,Virgin Interactive,SLUS-00127,,04/30/97,K-A
Grand Theft Auto,US,Take-Two Interactive,SLUS-00106,710425210167,06/30/98,M
Grand Theft Auto 2,US,Rockstar Games,SLUS-00789,710425230370,10/25/99,T
Grand Theft Auto Mission Pack #1: London 1969,US,Rockstar Games,SLUS-00846,710425230318,04/30/99,M
Grand Theft Auto: Collector's Edition,US,Rockstar Games,SLUS-07001CE,710425231803,2002,M
Grand Theft Auto: The Director's Cut,US,Rockstar Games,SLUS-00106 - SLUS-00846,710425230424,05/03/99,M
Grandia,US,SCEA,SCUS-94457/SCUS-94465,711719445722,09/30/99,E
Graniyu Shima! Daibouken,JP,Shuwa System,SLPS-01624,4957947049691,10/15/98,
Great Hits,JP,Enix Corporation,SLPM-86125,4988601003148,10/29/98,
Grid Runner,US,Virgin Interactive,SLUS-00323,052145880115,10/31/96,K-A
Grille Logic,JP,Shoeisha,SLPS-00211,4997153900041,01/26/96,
Grind Session,US,SCEA,SCUS-94568,711719456827,04/29/00,E
Gritz: The Primordial Adventure,JP,Sanyo,SLPS-00615,4973934268302,05/30/97,
Groove Adventure Rave: Mikan no Hiseki,JP,Konami,SLPM-87138,4988602089462,08/29/02,
Groove Adventure Rave: Plue no Daibouken,JP,Konami,SLPM-87121,4988602089417,07/25/02,
Groove Adventure Rave: Yuukyuu no Kizuna,JP,Konami,SLPM-87011 (VX253-J1),4988602085808,01/31/02,
Growlanser,JP,Atlus,SLPS-02380 SLPS-02381,4984995100302,11/25/99,
Grudge Warriors,US,Take-Two Interactive,SLUS-01150,710425230646,06/05/00,T
Guardian Recall,JP,Xing Entertainment,SLPS-01297 - SLPS-01298,4948536190290,10/01/98,
Guardian's Crusade,US,Activision,SLUS-00811,047875106680,01/31/99,E
Gubble,US,Mud Duck Productions,SLUS-01466,093155121904,June 2002,E
Gucho de Park: Theme Park Monogatari,JP,Electronic Arts Victor,SLPS-00626,4938833003706,12/13/96,
Gugutoropusu,JP,Enix Corporation,SLPM-86148,4988601003179,01/28/99,
Guilty Gear,US,Atlus,SLUS-00772,730865520145,10/31/98,T
Guitar Freaks,JP,Konami,SLPM-86265,4988602643961,07/29/99,
Guitar Freaks Append 2nd Mix,JP,Konami,SLPM-86446,4988602739053,02/24/00,
GunBare!  Game Tengoku 2,JP,Jaleco Entertainment,SLPS-01322,4907859108122,03/19/98,
GunDress,JP,Starfish,SLPS-02512 - SLPS-02513,4948297010325,02/24/00,
Gundam 0079: The War For Earth,JP,Bandai,SLPS-00815 SLPS-00816,4902425562971,05/02/97,
Gundam The Battle Master,JP,Bandai,SLPS-00883,4902425555096,06/20/97,
Gundam: Battle Assault,US,Bandai,SLUS-01226,045557088804,11/06/00,T
Gundam: Battle Assault 2,US,Bandai,SLUS-01418,045557180089,07/17/02,T
Gunfighter: The Legend of Jesse James,US,Ubisoft,SLUS-01398,008888310273,11/30/01,T
Gung Ho Brigade,JP,Tomy Corporation,SLPS-01902,4904810549260,10/19/00,
Gungage,EU,Konami,SLES-02069,,09/24/99,12+
Gunnm Kasei no Kioku,JP,Banpresto,SLPS-01408,4983164734300,08/27/98,
Gunparade March,JP,SCEI,SCPS-10136,4948872101363,09/28/00,
Gunpey,JP,Bandai,SLPS-02485,4902425751245,12/16/99,
Gunship,US,MicroProse,SLUS-00313,,07/03/96,K-A
"Guntu: Western Front June, 1944",JP,"Electrocoin Japan Co., Ltd.",SLPS-01106,4535898000017,11/27/97,
Guruguru Town Hanamarukun,JP,Atlus,SLPS-03057,4984995110417,12/14/00,
Gussun Oyoyo,JP,Xing Entertainment,SLPS-00041,4948536000117,04/28/95,
Gute Zeiten Schlechte Zeiten Quiz,EU,Software 2000,SLES-02693,4017688098003,06/21/00,
Gute Zeiten Schlechte Zeiten Vol.2,EU,Software 2000,SLES-02441,4017688094005,2000,
Gute Zeiten Schlechte Zeiten Vol.3,EU,Software 2000,SLES-02980,4017688101000,12/27/00,
Guy Roux Manager 2000 (French),EU,Ubisoft,SLES-02612,3037212804844,06/20/00,
HBO Boxing,US,Acclaim,SLUS-01027,021481212102,11/20/00,E
Hai-Shin 2,JP,Aques,SLPM-86066,4961012977130,03/26/98,
Hajime no Ippo: The Fighting!,JP,Kodansha,SLPS-00945,4938838097014,07/31/97,
Hakai Ou: King of Crusher,JP,FAB Communications,SLPS-01677,4515810010010,11/12/98,
Hamster Club i,JP,Jorudan,SLPS-03266,4941013900207,02/28/02,
Hamster Monogatari,JP,Culture Brain,SLPS-02724,4967996990851,12/21/00,
Hamster no Odaken,JP,Kaga Tech,SLPS-03103,4988658007212,02/22/01,
Hana to Ryuu,JP,I'Max,SLPS-01532,4988762080606,08/13/98,
Hanabi Fantast,JP,Magical Company (Mahou),SLPS-01439,4990951987016,07/16/98,
Hanafuda & Card Game (Nice Price Series Vol. 03),JP,DigiCube,SLPS-03369,4519612900678,01/24/02,
Hanafuda (Hyper Value 2800),JP,Konami,SLPM-86417,4988602723038,01/13/00,
Hanafuda (Super Price Series),JP,Selen,SLPS-03387,4527366000063,01/24/02,
Hanafuda Graffiti: Koi Monogatari,JP,I'Max,SLPS-00367,4988762080200,05/10/96,
Hanafuda II (SuperLite 1500 Series),JP,Success,SLPM-86319,4944076000846,10/28/99,
Hanafuda Real 3D,JP,Pony Canyon,SLPS-01747,4988013046092,12/10/98,
Happy Diet,JP,Twilight Express,SLPS-03182,4530290001563,04/26/01,
Happy Hotel,JP,Tohoku Shinsha,SLPS-01110,4933364897060,11/27/97,
Happy Jogging in Hawaii,JP,Twilight Express,SLPS-03306,4530290002409,11/29/01,
Happy Salvage,JP,Media Works,SLPS-02821~2,4942330416310,08/31/00,
Hard Blow,JP,Electronic Arts Victor,SLPM-86043,4938833004550,07/31/97,
Hard Boiled,EU,Cryo Interactive,SLES-00033,,October 1997,
Hard Rock Cab,JP,"Asmik Ace Entertainment, Inc",SLPS-00224,4988126510077,02/16/96,
HardBall 99,US,Accolade,SLUS-00651,015605750601,10/31/98,E
Hardball 5 (Long Box),US,Accolade,SLUS-00108,,March 1996,E
Harlem Beat: You're the One,JP,Konami,SLPM-86329,4988602665079,10/28/99,
Harmful Park,JP,Sky Think Systems,SLPS-00498,4946211000100,02/14/97,
Harry Potter and the Chamber of Secrets,US,EA Games,SLUS-01503,014633145526,11/05/02,E
Harry Potter and the Sorcerer's Stone,US,Electronic Arts,SLUS-01415,014633143478,11/15/01,E
Harukanaru Toki no Naka de,JP,Koei,SLPM-86466,4988615014277,04/06/00,
Harukanaru Toki no Naka de: Banjyou Yuugi,JP,Koei,SLPM-87242,4988615018206,06/26/03,
Harukaze Sentai V-Force,JP,Ving,SLPS-00578 - SLPS-00580,4988736060023,11/15/96,
Harvest Moon: Back to Nature,US,Natsume,SLUS-01115,719593050056,11/22/00,E
Hashiriya: Ookami Tachi no Densetsu,JP,Nihon Bussan,SLPS-00704,4960641090104,04/18/97,
Hatsukoi Valentine,JP,Family Soft,SLPS-00831,4988709100053,07/31/97,
Hatsukoi Valentine Special,JP,Family Soft,SLPS-01452,4988709100077,11/05/98,
Haunted Junction: Seitokai Batch o Oe!,JP,MediaWorks,SLPS-00668,4942330406311,01/17/97,
Head to Toe 1,US,Lightspan,,Other,1998,
Head to Toe 2,US,Lightspan,,Other,1998,
Head to Toe 3,US,Lightspan,,Other,1998,
Head to Toe 4,US,Lightspan,,Other,1998,
Heart of Darkness,US,Interplay,SLUS-00696/SLUS-00741,040421000845,07/31/98,E
Hebereke's Popoitto,EU,SunSoft,SLES-00156,4907940130032,03/01/96,
Heisa Byouin,JP,Visit,SLPS-02714,4939915000361,04/20/00,
Heiwa Pachinko Graffiti Vol. 1,JP,Aqua Rouge,SLPS-02374,4527585100025,12/09/99,
Heiwa Pachinko Graffiti Vol. 2,JP,Aqua Rouge,SLPS-02495,4527585100032,12/09/99,
Heiwa Parlor! Pro: BunDoriKing Special,JP,Namco,SLPS-03373,4988624900325,12/27/01,
Heiwa Parlor! Pro: Dolphin Ring Special,JP,Nippon Telenet,SLPS-02689,4988624900226,03/30/00,
Heiwa Parlor! Pro: Fujiko Nio-ma-ka-se Special,JP,Mitsui Bussan,SLPS-03105,4988624900295,12/28/00,
Heiwa Parlor! Pro: Inkappe Taishou Special,JP,Nippon Telenet,SLPS-02870,4988624900257,08/10/00,
Heiwa Parlor! Pro: Lupin Sansei Special,JP,Nippon Telenet,SLPS-02541,4988624900158,01/13/00,
Heiwa Parlor! Pro: Tsunatori Monogatari Special,JP,Nippon Telenet,SLPS-03370,4988624900332,03/07/02,
Heiwa Parlor! Pro: Western Special,JP,Telenet,SLPS-02574,4988624900202,02/03/00,
Hellboy: Asylum Seeker,US,DreamCatcher Interactive,SLUS-01414,625904332608,04/04/04,M
Hellnight,EU,Konami,SLES-01562,4988602677768,December 1999,
Hello Kitty Block Kuzushi (Simple 1500 Series Hello Kitty Vol. 03),JP,D3Publisher,SLPM-86911,4527823991040,10/25/01,
Hello Kitty Bowling (Simple 1500 Series Hello Kitty Vol. 01),JP,D3Publisher,SLPM-86866,4527823991026,08/30/01,
Hello Kitty Illust Puzzle (Simple 1500 Series Hello Kitty Vol. 02),JP,D3Publisher,SLPM-86867,4527823991033,08/30/01,
Hello Kitty Trump (Simple 1500 Series Hello Kitty Vol. 04),JP,D3Publisher,SLPM-86910,4527823991057,10/25/01,
Hello Kitty no Oshaberi ABC,JP,Atlus,SLPM-86905,4984995110493,10/11/01,
Hello Kitty no Oshaberi Town,JP,Atlus,SLPS-03060,4984995110424,12/14/00,
Hello Kitty to Album Nikki o Tsukuri Masho! (w/ Controller),JP,Banpresto,SLPS-03543,4983164735420,03/27/03,
Hello Kitty's Cube Frenzy,US,NewKidCo,SLUS-00778,661204310014,03/31/99,E
Hello Kitty: White Present,JP,Hudson,SLPS-01766,4988607050245,12/17/98,
Help Charity Compilation,EU,SCEE,SLES-00158 SLES-00218 SCES-00346,,1996,
Herc's Adventures,US,LucasArts,SLUS-00298,023272650353,07/31/97,K-A
Herkules,EU,Phoenix Games,SLES-04124,,2003,7+
Hermie Hopperhead: Scrap Panic,JP,SCEI,SCPS-10012,4948872100120,09/29/95,
Heroine Dream,US,GungHo,NPUF-30064,PSOne Classics,06/03/14,E
Heroine Dream 2,US,GungHo,NPUF-30063,PSOne Classics,05/20/14,
Hexamoon Guardians,JP,Increment-P,SLPS-02641~2,4995194000768,03/30/00,
Hexen: Beyond Heretic,US,GT Interactive,SLUS-00348,742725600003,06/30/97,M
Hi-Hou-Ou: Mou Omae Tobakuchi Kikan!!,JP,Lay-Up,SLPS-00821,4959020001565,04/25/97,
Hi-Octane: The Track Fights Back! (Long Box),US,Electronic Arts,SLUS-00157,014633076493,1996,K-A
Hidden & Dangerous,EU,Take-Two Interactive,SLES-03602,5026555191074,11/23/01,
High Heat Baseball 2000,US,3DO,SLUS-00830,790561504115,03/31/99,E
High Heat Major League Baseball 2002,US,3DO,SLUS-01244,790561513117,03/14/01,E
High School of Blitz,JP,MediaWorks,SLPS-02351,4942330417317,11/25/99,
Hikari no Shima: Seven Lithographs in Shining Island,JP,Affect,SLPS-02305,4537744909307,11/11/99,
Hikaru no Go: Heian Gensou Ibunroku,JP,Konami,SLPM-87059,4988602088342,05/30/02,
Hikaru no Go: Insei Choujou Kessen,JP,Konami,SLPM-87199,4988602094022,12/19/02,
Himiko-Den Renge,JP,Hakuhodo,SLPS-01890~2,4513881999951,03/11/99,
Himitsu Kessha Q,JP,Right Stuff,SLPS-01334,4994615598013,07/30/98,
Himitsu Sentai Metamor V Deluxe,JP,Mycom,SLPS-01626~7,4515978000304,10/15/98,
Hissatsu Pachi-Slot Station,JP,SunSoft,SLPS-01551,4907940211953,08/20/98,
Hissatsu Pachi-Slot Station 2,JP,SunSoft,SLPS-02355,4907940212240,10/28/99,
Hissatsu Pachi-Slot Station 3,JP,SunSoft,SLPS-02683,4907940212431,03/04/00,
Hissatsu Pachi-Slot Station 4,JP,SunSoft,SLPS-02799,4907940212554,07/27/00,
Hissatsu Pachi-Slot Station 5,JP,SunSoft,SLPS-03030,4907940212684,11/16/00,
Hissatsu Pachi-Slot Station SP,JP,SunSoft,SLPS-02494,4907940212301,12/16/99,
Hissatsu Pachi-Slot Station SP 2,JP,SunSoft,SLPS-02948,4907940212615,09/14/00,
Hissatsu Pachi-Slot Station SP 3,JP,SunSoft,SLPS-03339,4907940212882,01/01/02,
Hissatsu Pachinko Station,JP,SunSoft,SLPS-00112,4907940211090,09/13/96,
Hissatsu Pachinko Station 10,JP,SunSoft,SLPS-02990,4907940212660,10/19/00,
Hissatsu Pachinko Station 2,JP,SunSoft,SLPS-01185,4907940211892,12/25/97,
Hissatsu Pachinko Station 3,JP,SunSoft,SLPS-01741,4907940212073,12/17/98,
Hissatsu Pachinko Station 4,JP,SunSoft,SLPS-01907,4907940212080,03/11/99,
Hissatsu Pachinko Station 5,JP,SunSoft,SLPS-02097,4907940212158,06/10/99,
Hissatsu Pachinko Station 6,JP,SunSoft,SLPS-02144,4907940212165,07/01/99,
Hissatsu Pachinko Station 7,JP,SunSoft,SLPS-02408,4907940212264,11/25/99,
Hissatsu Pachinko Station 8,JP,SunSoft,SLPS-02677,4907940212424,03/30/00,
Hissatsu Pachinko Station 9,JP,SunSoft,SLPS-02765,4907940212530,06/08/00,
Hissatsu Pachinko Station Now,JP,SunSoft,SLPS-02284,4907940212219,09/30/99,
Hissatsu Pachinko Station Now 2,JP,SunSoft,SLPS-02511,4907940212318,12/22/99,
Hissatsu Pachinko Station Now 3,JP,SunSoft,SLPS-02558,4907940212356,02/03/00,
Hissatsu Pachinko Station Now 4,JP,SunSoft,SLPS-02721,4907940212486,07/06/00,
Hissatsu Pachinko Station Now 5,JP,SunSoft,SLPS-02856,4907940212578,07/19/00,
Hissatsu Pachinko Station Now 6,JP,SunSoft,SLPS-02999,4907940212653,11/16/00,
